edge_type,role_group,source_id,source_name,source_display_name,source_type,work_id,work_name,work_type,work_genre,work_release_year
LyricistOf,contributor,959,Qiang Fang,Qiang Fang,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
LyricistOf,contributor,7442,Yan Liu,Yan Liu,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
PerformerOf,contributor,5781,Fang Xiong,Fang Xiong,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
PerformerOf,contributor,7446,Jing Guo,Jing Guo,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
PerformerOf,contributor,7444,Lei Shi,Lei Shi,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
PerformerOf,contributor,959,Qiang Fang,Qiang Fang,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
PerformerOf,contributor,7443,Wei Gu,Wei Gu,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
PerformerOf,contributor,7445,Xiuying Guo,Xiuying Guo,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
PerformerOf,contributor,7442,Yan Liu,Yan Liu,Person,7441,Nothing Left Untried,Album,Desert Rock,2030
ComposerOf,contributor,6939,Jie Jiang,Jie Jiang,Person,7575,Blood and Harmony,Song,Dream Pop,2030
LyricistOf,contributor,7578,Lei Fang,Lei Fang,Person,7575,Blood and Harmony,Song,Dream Pop,2030
PerformerOf,contributor,7576,Isabella Johnson,Bella Nova,Person,7575,Blood and Harmony,Song,Dream Pop,2030
PerformerOf,contributor,7579,Darren Pineda,Darren Pineda,Person,7575,Blood and Harmony,Song,Dream Pop,2030
PerformerOf,contributor,7577,Qiang Mo,Qiang Mo,Person,7575,Blood and Harmony,Song,Dream Pop,2030
LyricistOf,contributor,2362,Kristi Crane,Kristi Crane,Person,7797,Mercy Beyond Measure,Song,Southern Gothic Rock,2030
PerformerOf,contributor,2362,Kristi Crane,Kristi Crane,Person,7797,Mercy Beyond Measure,Song,Southern Gothic Rock,2030
ComposerOf,contributor,8304,Fang Duan,Fang Duan,Person,8300,Whispers of Grace,Song,Indie Folk,2030
ComposerOf,contributor,8302,Min Cui,Min Cui,Person,8300,Whispers of Grace,Song,Indie Folk,2030
LyricistOf,contributor,8306,Li Gong,Li Gong,Person,8300,Whispers of Grace,Song,Indie Folk,2030
PerformerOf,contributor,8304,Fang Duan,Fang Duan,Person,8300,Whispers of Grace,Song,Indie Folk,2030
PerformerOf,contributor,8305,Jie Tao,Jie Tao,Person,8300,Whispers of Grace,Song,Indie Folk,2030
PerformerOf,contributor,8306,Li Gong,Li Gong,Person,8300,Whispers of Grace,Song,Indie Folk,2030
PerformerOf,contributor,8302,Min Cui,Min Cui,Person,8300,Whispers of Grace,Song,Indie Folk,2030
PerformerOf,contributor,8301,Xiuying Liao,Xiuying Liao,Person,8300,Whispers of Grace,Song,Indie Folk,2030
ProducerOf,contributor,8303,Yang He,Yang He,Person,8300,Whispers of Grace,Song,Indie Folk,2030
ComposerOf,contributor,8940,Li Shao,Li Shao,Person,8938,Naked Workplace Manifesto,Album,Indie Folk,2030
LyricistOf,contributor,8941,Samuel Lewis,Samuel Lewis,Person,8938,Naked Workplace Manifesto,Album,Indie Folk,2030
PerformerOf,contributor,8939,Guiying Han,Guiying Han,Person,8938,Naked Workplace Manifesto,Album,Indie Folk,2030
PerformerOf,contributor,8941,Samuel Lewis,Samuel Lewis,Person,8938,Naked Workplace Manifesto,Album,Indie Folk,2030
PerformerOf,contributor,30,Megan Bennett,Megan Bennett,Person,9239,Horizon's Aftermath,Song,Alternative Rock,2030
PerformerOf,contributor,4871,Sharon Scott,Sharon Scott,Person,9239,Horizon's Aftermath,Song,Alternative Rock,2030
ComposerOf,contributor,9425,Juan Yu,Juan Yu,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
PerformerOf,contributor,9422,Dennis Bass,Dennis Bass,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
PerformerOf,contributor,9425,Juan Yu,Juan Yu,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
PerformerOf,contributor,6371,Jun Hao,Jun Hao,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
PerformerOf,contributor,9421,Kari Harvey,Kari Harvey,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
PerformerOf,contributor,9426,Ping Xu,Ping Xu,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
PerformerOf,contributor,9423,Xia Tan,Xia Tan,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
PerformerOf,contributor,9424,Yan Jin,Yan Jin,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
ProducerOf,contributor,9426,Ping Xu,Ping Xu,Person,9420,Echoes of the Violin's Solitude,Song,Americana,2030
ComposerOf,contributor,9444,Adrien Gérard,Adrien Gérard,Person,9441,Precision in Minor,Album,Indie Rock,2030
LyricistOf,contributor,16888,Pivotal Trinity,Pivotal Trinity,MusicalGroup,9441,Precision in Minor,Album,Indie Rock,2030
PerformerOf,contributor,9443,Anne Lefebvre,Anne Lefebvre,Person,9441,Precision in Minor,Album,Indie Rock,2030
PerformerOf,contributor,9442,Michel Fournier-Robert,Michel Fournier-Robert,Person,9441,Precision in Minor,Album,Indie Rock,2030
ProducerOf,contributor,9443,Anne Lefebvre,Anne Lefebvre,Person,9441,Precision in Minor,Album,Indie Rock,2030
LyricistOf,contributor,9615,Yan Gao,Yan Gao,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
PerformerOf,contributor,9613,Cristian Gross,Cristian Gross,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
PerformerOf,contributor,9610,Jie Yan,Jie Yan,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
PerformerOf,contributor,9612,Na Fang,Na Fang,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
PerformerOf,contributor,9614,Ping Wan,Ping Wan,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
PerformerOf,contributor,9611,Robert Santiago,Robert Santiago,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
PerformerOf,contributor,9615,Yan Gao,Yan Gao,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
ProducerOf,contributor,9609,Jing Shi,Jing Shi,Person,9608,The Lover's Horizon,Song,Dream Pop,2030
PerformerOf,contributor,5213,Samantha Bullock,Samantha Bullock,Person,9848,Partisan's Lament,Song,Indie Pop,2030
ProducerOf,contributor,3086,Sean Jones,Sean Jones,Person,9848,Partisan's Lament,Song,Indie Pop,2030
ComposerOf,contributor,10053,Qiang Shen,Qiang Shen,Person,10046,Blonde Ambition,Album,Dream Pop,2030
LyricistOf,contributor,10051,Ping Hao,Ping Hao,Person,10046,Blonde Ambition,Album,Dream Pop,2030
PerformerOf,contributor,10054,Juan Xie,Juan Xie,Person,10046,Blonde Ambition,Album,Dream Pop,2030
PerformerOf,contributor,10049,Jun Duan,Jun Duan,Person,10046,Blonde Ambition,Album,Dream Pop,2030
PerformerOf,contributor,10048,Min Peng,Min Peng,Person,10046,Blonde Ambition,Album,Dream Pop,2030
PerformerOf,contributor,10051,Ping Hao,Ping Hao,Person,10046,Blonde Ambition,Album,Dream Pop,2030
PerformerOf,contributor,10053,Qiang Shen,Qiang Shen,Person,10046,Blonde Ambition,Album,Dream Pop,2030
PerformerOf,contributor,10050,Xiulan Gu,Xiulan Gu,Person,10046,Blonde Ambition,Album,Dream Pop,2030
PerformerOf,contributor,10052,Yong Lai,Yong Lai,Person,10046,Blonde Ambition,Album,Dream Pop,2030
ProducerOf,contributor,10047,Chao Xu,Chao Xu,Person,10046,Blonde Ambition,Album,Dream Pop,2030
ComposerOf,contributor,10334,Ming Shao,Terra,Person,10333,Threads of Nomadic Heritage,Album,Indie Rock,2030
PerformerOf,contributor,10335,Na Qin,Na Qin,Person,10333,Threads of Nomadic Heritage,Album,Indie Rock,2030
ProducerOf,contributor,10335,Na Qin,Na Qin,Person,10333,Threads of Nomadic Heritage,Album,Indie Rock,2030
ComposerOf,contributor,10627,Gudula Riehl,Gudula Riehl,Person,10625,Quick Change,Song,Dream Pop,2030
PerformerOf,contributor,10626,Helmtrud Mälzer-Paffrath,Helmtrud Mälzer-Paffrath,Person,10625,Quick Change,Song,Dream Pop,2030
ComposerOf,contributor,2668,Ping Tian,Ping Tian,Person,10727,Innocence Untouched,Song,Avant-Garde Folk,2030
LyricistOf,contributor,2538,Angelika Osojca,Angelika Osojca,Person,10727,Innocence Untouched,Song,Avant-Garde Folk,2030
PerformerOf,contributor,9809,Guiying Kang,Guiying Kang,Person,10727,Innocence Untouched,Song,Avant-Garde Folk,2030
ProducerOf,contributor,9809,Guiying Kang,Guiying Kang,Person,10727,Innocence Untouched,Song,Avant-Garde Folk,2030
ComposerOf,contributor,5677,Kenneth Randolph,Kenneth Randolph,Person,10835,Whispers at the Doorstep,Song,Americana,2030
LyricistOf,contributor,5675,Janice Schultz,Janice Schultz,Person,10835,Whispers at the Doorstep,Song,Americana,2030
PerformerOf,contributor,5677,Kenneth Randolph,Kenneth Randolph,Person,10835,Whispers at the Doorstep,Song,Americana,2030
PerformerOf,contributor,5674,Laura Stanton,Laura Stanton,Person,10835,Whispers at the Doorstep,Song,Americana,2030
PerformerOf,contributor,5676,Xia Liang,Xia Liang,Person,10835,Whispers at the Doorstep,Song,Americana,2030
ProducerOf,contributor,5676,Xia Liang,Xia Liang,Person,10835,Whispers at the Doorstep,Song,Americana,2030
PerformerOf,contributor,654,Guiying Zhou,Guiying Zhou,Person,11420,Oink of Belonging,Song,Synthwave,2030
PerformerOf,contributor,11422,Ping Luo,Ping Luo,Person,11420,Oink of Belonging,Song,Synthwave,2030
PerformerOf,contributor,11421,Xiulan Cheng,Xiulan Cheng,Person,11420,Oink of Belonging,Song,Synthwave,2030
PerformerOf,contributor,660,Xiuying Mao,Xiuying Mao,Person,11420,Oink of Belonging,Song,Synthwave,2030
ProducerOf,contributor,11421,Xiulan Cheng,Xiulan Cheng,Person,11420,Oink of Belonging,Song,Synthwave,2030
PerformerOf,contributor,11584,Guiying Bai,Echo Reverie,Person,11583,Veiled Intentions,Song,Synthwave,2030
PerformerOf,contributor,7214,Fang Cui,Fang Cui,Person,11583,Veiled Intentions,Song,Synthwave,2030
PerformerOf,contributor,7215,Jing Mao,Jing Mao,Person,11583,Veiled Intentions,Song,Synthwave,2030
PerformerOf,contributor,11585,Li Cheng,Li Cheng,Person,11583,Veiled Intentions,Song,Synthwave,2030
PerformerOf,contributor,7218,Li Song,Li Song,Person,11583,Veiled Intentions,Song,Synthwave,2030
PerformerOf,contributor,16857,Lunar Drift,Lunar Drift,MusicalGroup,11583,Veiled Intentions,Song,Synthwave,2030
PerformerOf,contributor,7217,Min Kong,Min Kong,Person,11583,Veiled Intentions,Song,Synthwave,2030
ComposerOf,contributor,11651,Imran van Maasgouw-Schroeff,Imran van Maasgouw-Schroeff,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
PerformerOf,contributor,11651,Imran van Maasgouw-Schroeff,Imran van Maasgouw-Schroeff,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
PerformerOf,contributor,11650,Jun Jiang,Jun Jiang,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
PerformerOf,contributor,6974,Li Wen,Li Wen,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
PerformerOf,contributor,11647,Min Chen,Min Chen,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
PerformerOf,contributor,11648,Wei Gao,Wei Gao,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
PerformerOf,contributor,10823,Xia Wang,Xia Wang,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
PerformerOf,contributor,11649,Yang Kong,Yang Kong,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
ProducerOf,contributor,6974,Li Wen,Li Wen,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
ProducerOf,contributor,11648,Wei Gao,Wei Gao,Person,11646,Daddy's Little Ghost,Song,Alternative Rock,2030
ComposerOf,contributor,11958,Steven Boyd,Sammy Cruz,Person,11957,"Tender Roots, Unfurling Dreams",Song,Dream Pop,2030
LyricistOf,contributor,11959,Renee Carr,Runaway Liturgy,Person,11957,"Tender Roots, Unfurling Dreams",Song,Dream Pop,2030
PerformerOf,contributor,11960,Stephanie Hanson,Stephanie Hanson,Person,11957,"Tender Roots, Unfurling Dreams",Song,Dream Pop,2030
ProducerOf,contributor,11960,Stephanie Hanson,Stephanie Hanson,Person,11957,"Tender Roots, Unfurling Dreams",Song,Dream Pop,2030
ComposerOf,contributor,9595,Jie Su,Jie Su,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
PerformerOf,contributor,12139,Amber Smith,Amber Smith,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
PerformerOf,contributor,16939,Cardboard Twenty-Five,Cardboard Twenty-Five,MusicalGroup,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
PerformerOf,contributor,9593,Chao Zheng,Chao Zheng,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
PerformerOf,contributor,12140,Gang Zhu,Gang Zhu,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
PerformerOf,contributor,9595,Jie Su,Jie Su,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
PerformerOf,contributor,12141,Min Tian,Min Tian,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
ProducerOf,contributor,9593,Chao Zheng,Chao Zheng,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
ProducerOf,contributor,12141,Min Tian,Min Tian,Person,12138,Unbreakable Divine Shelter,Song,Oceanus Folk,2030
ComposerOf,contributor,5355,Jing Tian,Jing Tian,Person,12164,Echoes of a Maiden's Heart,Song,Dream Pop,2030
PerformerOf,contributor,12165,Jie Cheng,Jie Cheng,Person,12164,Echoes of a Maiden's Heart,Song,Dream Pop,2030
PerformerOf,contributor,12166,Li Pan,Li Pan,Person,12164,Echoes of a Maiden's Heart,Song,Dream Pop,2030
PerformerOf,contributor,12167,Yan Li,Yan Li,Person,12164,Echoes of a Maiden's Heart,Song,Dream Pop,2030
PerformerOf,contributor,12168,Yang Song,Yang Song,Person,12164,Echoes of a Maiden's Heart,Song,Dream Pop,2030
ProducerOf,contributor,12168,Yang Song,Yang Song,Person,12164,Echoes of a Maiden's Heart,Song,Dream Pop,2030
ComposerOf,contributor,12223,Jennifer Acosta,Jennifer Acosta,Person,12220,No Compromise,Song,Dream Pop,2030
LyricistOf,contributor,12228,Mary Turner,Mary Turner,Person,12220,No Compromise,Song,Dream Pop,2030
LyricistOf,contributor,12222,Tracy Camacho,Tracy Camacho,Person,12220,No Compromise,Song,Dream Pop,2030
PerformerOf,contributor,12229,Henry Ortega,Henry Ortega,Person,12220,No Compromise,Song,Dream Pop,2030
PerformerOf,contributor,12225,Kristin Thomas,Kristin Thomas,Person,12220,No Compromise,Song,Dream Pop,2030
PerformerOf,contributor,12226,Miguel Shelton,Miguel Shelton,Person,12220,No Compromise,Song,Dream Pop,2030
PerformerOf,contributor,12221,Deanna Green,Orpheon Drive,Person,12220,No Compromise,Song,Dream Pop,2030
PerformerOf,contributor,12227,Rebecca Ramirez,Rebecca Ramirez,Person,12220,No Compromise,Song,Dream Pop,2030
PerformerOf,contributor,12224,Robert Stephens,Robert Stephens,Person,12220,No Compromise,Song,Dream Pop,2030
PerformerOf,contributor,12222,Tracy Camacho,Tracy Camacho,Person,12220,No Compromise,Song,Dream Pop,2030
ProducerOf,contributor,12224,Robert Stephens,Robert Stephens,Person,12220,No Compromise,Song,Dream Pop,2030
ComposerOf,contributor,12529,Xia Zhao,Xia Zhao,Person,12524,Reef Road Reverie,Song,Oceanus Folk,2030
LyricistOf,contributor,16938,Andean Horizon,Andean Horizon,MusicalGroup,12524,Reef Road Reverie,Song,Oceanus Folk,2030
LyricistOf,contributor,12526,Na Dai,Na Dai,Person,12524,Reef Road Reverie,Song,Oceanus Folk,2030
PerformerOf,contributor,12525,Jie Li,Harmonic Paradox,Person,12524,Reef Road Reverie,Song,Oceanus Folk,2030
PerformerOf,contributor,12528,Mary King,Mary King,Person,12524,Reef Road Reverie,Song,Oceanus Folk,2030
PerformerOf,contributor,12527,Xia Wu,Xia Wu,Person,12524,Reef Road Reverie,Song,Oceanus Folk,2030
PerformerOf,contributor,12529,Xia Zhao,Xia Zhao,Person,12524,Reef Road Reverie,Song,Oceanus Folk,2030
ComposerOf,contributor,11338,Ming Xiao,Ming Xiao,Person,12744,The Crucible of Strings,Song,Synthwave,2030
LyricistOf,contributor,12745,Juan Lu,DA STORM,Person,12744,The Crucible of Strings,Song,Synthwave,2030
PerformerOf,contributor,12745,Juan Lu,DA STORM,Person,12744,The Crucible of Strings,Song,Synthwave,2030
PerformerOf,contributor,12747,Gang Chen,Gang Chen,Person,12744,The Crucible of Strings,Song,Synthwave,2030
PerformerOf,contributor,12746,Ming Shi,Ming Shi,Person,12744,The Crucible of Strings,Song,Synthwave,2030
PerformerOf,contributor,11338,Ming Xiao,Ming Xiao,Person,12744,The Crucible of Strings,Song,Synthwave,2030
PerformerOf,contributor,12748,Na Han,Na Han,Person,12744,The Crucible of Strings,Song,Synthwave,2030
PerformerOf,contributor,12749,Yan Luo,Yan Luo,Person,12744,The Crucible of Strings,Song,Synthwave,2030
ProducerOf,contributor,12746,Ming Shi,Ming Shi,Person,12744,The Crucible of Strings,Song,Synthwave,2030
LyricistOf,contributor,4395,Xia Cui,Xia Cui,Person,13280,Cash Charisma,Song,Indie Folk,2030
PerformerOf,contributor,16802,Cosmic Drift,Cosmic Drift,MusicalGroup,13280,Cash Charisma,Song,Indie Folk,2030
PerformerOf,contributor,4397,Lei Shen,Lei Shen,Person,13280,Cash Charisma,Song,Indie Folk,2030
PerformerOf,contributor,13281,Lei Zeng,Lei Zeng,Person,13280,Cash Charisma,Song,Indie Folk,2030
PerformerOf,contributor,4395,Xia Cui,Xia Cui,Person,13280,Cash Charisma,Song,Indie Folk,2030
PerformerOf,contributor,4394,Xiuying Li,Xiuying Li,Person,13280,Cash Charisma,Song,Indie Folk,2030
ProducerOf,contributor,16802,Cosmic Drift,Cosmic Drift,MusicalGroup,13280,Cash Charisma,Song,Indie Folk,2030
ProducerOf,contributor,4398,Na Ren,Na Ren,Person,13280,Cash Charisma,Song,Indie Folk,2030
ComposerOf,contributor,13377,Gang Dong,Gang Dong,Person,13376,Reign Without Ending,Album,Desert Rock,2030
PerformerOf,contributor,13378,Yan Zhang,Yan Zhang,Person,13376,Reign Without Ending,Album,Desert Rock,2030
ProducerOf,contributor,13378,Yan Zhang,Yan Zhang,Person,13376,Reign Without Ending,Album,Desert Rock,2030
ComposerOf,contributor,13420,Fang Feng,Fang Feng,Person,13419,Revolution's Embrace,Song,Dream Pop,2030
PerformerOf,contributor,13420,Fang Feng,Fang Feng,Person,13419,Revolution's Embrace,Song,Dream Pop,2030
ComposerOf,contributor,13500,Na Hou,Na Hou,Person,13499,Synchronized Shadows,Album,Alternative Rock,2030
PerformerOf,contributor,13501,Juan Yi,Juan Yi,Person,13499,Synchronized Shadows,Album,Alternative Rock,2030
ComposerOf,contributor,13843,Theresa Jones,Theresa Jones,Person,13842,Echoes from Her Horizon,Album,Dream Pop,2030
LyricistOf,contributor,13846,Li Ren,Li Ren,Person,13842,Echoes from Her Horizon,Album,Dream Pop,2030
PerformerOf,contributor,13847,Jun Jia,Jun Jia,Person,13842,Echoes from Her Horizon,Album,Dream Pop,2030
PerformerOf,contributor,13846,Li Ren,Li Ren,Person,13842,Echoes from Her Horizon,Album,Dream Pop,2030
PerformerOf,contributor,13845,Ping Gu,Ping Gu,Person,13842,Echoes from Her Horizon,Album,Dream Pop,2030
PerformerOf,contributor,13844,Sean Phillips,Sean Phillips,Person,13842,Echoes from Her Horizon,Album,Dream Pop,2030
PerformerOf,contributor,13843,Theresa Jones,Theresa Jones,Person,13842,Echoes from Her Horizon,Album,Dream Pop,2030
LyricistOf,contributor,3098,Ping Luo,Ping Luo,Person,14429,Sweethearts of the Midwest,Song,Jazz Surf Rock,2030
PerformerOf,contributor,14431,Ethan Moore,Ethan Moore,Person,14429,Sweethearts of the Midwest,Song,Jazz Surf Rock,2030
PerformerOf,contributor,3098,Ping Luo,Ping Luo,Person,14429,Sweethearts of the Midwest,Song,Jazz Surf Rock,2030
PerformerOf,contributor,7223,Robert Norris,Robert Norris,Person,14429,Sweethearts of the Midwest,Song,Jazz Surf Rock,2030
PerformerOf,contributor,14430,Xia Wei,Xia Wei,Person,14429,Sweethearts of the Midwest,Song,Jazz Surf Rock,2030
ProducerOf,contributor,7223,Robert Norris,Robert Norris,Person,14429,Sweethearts of the Midwest,Song,Jazz Surf Rock,2030
ComposerOf,contributor,8726,Xia Zhu,Xia Zhu,Person,14444,Workers' Bloom,Album,Indie Folk,2030
LyricistOf,contributor,14445,Guiying Fan,Guiying Fan,Person,14444,Workers' Bloom,Album,Indie Folk,2030
PerformerOf,contributor,14445,Guiying Fan,Guiying Fan,Person,14444,Workers' Bloom,Album,Indie Folk,2030
PerformerOf,contributor,10407,Guiying Pan,Guiying Pan,Person,14444,Workers' Bloom,Album,Indie Folk,2030
PerformerOf,contributor,10410,Na Zhong,Na Zhong,Person,14444,Workers' Bloom,Album,Indie Folk,2030
PerformerOf,contributor,10408,Xiuying Duan,Xiuying Duan,Person,14444,Workers' Bloom,Album,Indie Folk,2030
ProducerOf,contributor,10410,Na Zhong,Na Zhong,Person,14444,Workers' Bloom,Album,Indie Folk,2030
LyricistOf,contributor,3864,Matthieu Le Roux,Matthieu Le Roux,Person,14544,The Midnight's Lament,Song,Alternative Rock,2030
PerformerOf,contributor,14546,Corinne Leleu,Corinne Leleu,Person,14544,The Midnight's Lament,Song,Alternative Rock,2030
PerformerOf,contributor,14545,Jason Ali,Jason Ali,Person,14544,The Midnight's Lament,Song,Alternative Rock,2030
