influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year
InStyleOf,4774,Title of Power,Title of Power,Song,Lo-Fi Electronica,2029,9807,White Picket Prison,White Picket Prison,Song,Lo-Fi Electronica,2017
InStyleOf,6065,Push Through the Doubt,Push Through the Doubt,Song,Dream Pop,2029,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017
InStyleOf,6569,Whispers of the Lô,Whispers of the Lô,Song,Desert Rock,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017
InStyleOf,7209,Beloved Silhouette in Twilight,Beloved Silhouette in Twilight,Song,Symphonic Metal,2029,14987,The Idiot's Lament,The Idiot's Lament,Song,Doom Metal,2017
InStyleOf,8182,The Faceless Legion,The Faceless Legion,Song,Dream Pop,2029,8964,Threshold of Family,Threshold of Family,Song,Doom Metal,2017
InStyleOf,8295,Hail of Mercy,Hail of Mercy,Song,Alternative Rock,2029,6994,Clocktower Cadence,Clocktower Cadence,Song,Oceanus Folk,2017
InStyleOf,9631,Fading Echoes of Annabel,Fading Echoes of Annabel,Song,Desert Rock,2029,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017
InStyleOf,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,10444,Your Time Has Come,Your Time Has Come,Song,Indie Folk,2017
InStyleOf,10990,"Milagros, My Distant Heart","Milagros, My Distant Heart",Album,Dream Pop,2029,14514,Orchestral Prelude,Orchestral Prelude,Song,Indie Folk,2017
InStyleOf,11395,Fragments of a Distant Memory,Fragments of a Distant Memory,Song,Darkwave,2029,10499,Nightingales in Uniform,Nightingales in Uniform,Song,Synthwave,2017
InStyleOf,12386,Wilderness Echoes: Sámi Violin Chronicles,Wilderness Echoes: Sámi Violin Chronicles,Song,Indie Folk,2029,7511,Parallel Streams of Sentiment,Parallel Streams of Sentiment,Song,Synthwave,2017
InStyleOf,13852,She Ignites,She Ignites,Song,Dream Pop,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
InStyleOf,15310,Barrio Nights,Barrio Nights,Song,Desert Rock,2029,12515,Melodic Gasp,Melodic Gasp,Album,Psychedelic Rock,2017
InStyleOf,16070,Wandering Wheels,Wandering Wheels,Song,Space Rock,2029,14569,Polka Echoes from Stockholm's Archipelago,Polka Echoes from Stockholm's Archipelago,Song,Synthpop,2017
InStyleOf,16522,Puncture Point,Puncture Point,Song,Doom Metal,2029,1172,Crimson Stripes,Crimson Stripes,Song,Doom Metal,2017
InterpolatesFrom,1024,Whispers from the Gold Rush,Whispers from the Gold Rush,Song,Dream Pop,2029,1431,Gleaming Happiness,Gleaming Happiness,Song,Darkwave,2017
InterpolatesFrom,3787,Silk Road Serenade,Silk Road Serenade,Album,Darkwave,2029,14143,The Crusader's Lament,The Crusader's Lament,Song,Darkwave,2017
InterpolatesFrom,4148,Borrowed Dreams,Borrowed Dreams,Song,Indie Rock,2029,4377,Checkout at Midnight,Checkout at Midnight,Song,Doom Metal,2017
InterpolatesFrom,4393,Whispers from Below,Whispers from Below,Song,Oceanus Folk,2029,3194,Abundance Overflowing,Abundance Overflowing,Song,Oceanus Folk,2017
InterpolatesFrom,8703,Gallery of Echoes,Gallery of Echoes,Song,Jazz Surf Rock,2029,15478,The Unspoken Truth,The Unspoken Truth,Song,Jazz Surf Rock,2017
InterpolatesFrom,9759,Radiant Spirit,Radiant Spirit,Song,Synthwave,2029,12245,Harbor Harmony,Harbor Harmony,Song,Indie Folk,2017
InterpolatesFrom,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,7511,Parallel Streams of Sentiment,Parallel Streams of Sentiment,Song,Synthwave,2017
InterpolatesFrom,12386,Wilderness Echoes: Sámi Violin Chronicles,Wilderness Echoes: Sámi Violin Chronicles,Song,Indie Folk,2029,14569,Polka Echoes from Stockholm's Archipelago,Polka Echoes from Stockholm's Archipelago,Song,Synthpop,2017
InterpolatesFrom,13945,Dust and Mirages,Dust and Mirages,Song,Dream Pop,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
InterpolatesFrom,14929,Felt and Memory,Felt and Memory,Song,Indie Folk,2029,14118,Whispers Between Snowflakes,Whispers Between Snowflakes,Song,Indie Folk,2017
InterpolatesFrom,15310,Barrio Nights,Barrio Nights,Song,Desert Rock,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
InterpolatesFrom,15783,Unspoken Words,Unspoken Words,Song,Space Rock,2029,445,Twilight at Saint-Genevieve,Twilight at Saint-Genevieve,Album,Psychedelic Rock,2017
InterpolatesFrom,16530,Ghosting Memories,Ghosting Memories,Song,Desert Rock,2029,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017
InterpolatesFrom,17342,Beneath the Whispering Waves,Beneath the Whispering Waves,Song,Oceanus Folk,2029,12867,Pulse of Desire,Pulse of Desire,Song,Indie Rock,2017
LyricalReferenceTo,283,Unbreakable Bond,Unbreakable Bond,Song,Dream Pop,2029,8516,Dòng Máu Quê Hương (Blood of My Homeland),Dòng Máu Quê Hương (Blood of My Homeland),Song,Psychedelic Rock,2017
LyricalReferenceTo,1313,Radiance of the Heart,Radiance of the Heart,Song,Synthwave,2029,15441,Choreography of Forbidden Passion,Choreography of Forbidden Passion,Song,Oceanus Folk,2017
LyricalReferenceTo,1984,Twilight in the Woodland Clearing,Twilight in the Woodland Clearing,Song,Desert Rock,2029,14118,Whispers Between Snowflakes,Whispers Between Snowflakes,Song,Indie Folk,2017
LyricalReferenceTo,3438,Justice Rides Alone,Justice Rides Alone,Song,Synthwave,2029,14118,Whispers Between Snowflakes,Whispers Between Snowflakes,Song,Indie Folk,2017
LyricalReferenceTo,4758,Her Royal Decree,Her Royal Decree,Song,Jazz Surf Rock,2029,2937,Gravity's Surrender,Gravity's Surrender,Song,Dream Pop,2017
LyricalReferenceTo,4774,Title of Power,Title of Power,Song,Lo-Fi Electronica,2029,15964,Counterpoint of Silence,Counterpoint of Silence,Song,Avant-Garde Folk,2017
LyricalReferenceTo,8099,Midnight Impulse,Midnight Impulse,Album,Dream Pop,2029,12072,Božské Tajemství v Rukou Času,Božské Tajemství v Rukou Času,Song,Psychedelic Rock,2017
LyricalReferenceTo,8122,Cordless Connections,Cordless Connections,Song,Dream Pop,2029,10909,Rewoven Fates,Rewoven Fates,Song,Dream Pop,2017
LyricalReferenceTo,8295,Hail of Mercy,Hail of Mercy,Song,Alternative Rock,2029,5854,Sunlight Whispers,Sunlight Whispers,Song,Indie Folk,2017
LyricalReferenceTo,8983,Parisian Rainfall at Twilight,Parisian Rainfall at Twilight,Song,Jazz Surf Rock,2029,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017
LyricalReferenceTo,9849,Fields of Red and Steel,Fields of Red and Steel,Song,Indie Folk,2029,16093,Electric Azure Dance,Electric Azure Dance,Song,Indie Folk,2017
LyricalReferenceTo,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,9999,Lessons from the Winter Graveyard,Lessons from the Winter Graveyard,Song,Indie Folk,2017
LyricalReferenceTo,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,14875,Chorus of the Unheard,Chorus of the Unheard,Album,Indie Folk,2017
LyricalReferenceTo,10777,Echoes of Forgotten Stories,Echoes of Forgotten Stories,Song,Space Rock,2029,14987,The Idiot's Lament,The Idiot's Lament,Song,Doom Metal,2017
LyricalReferenceTo,12386,Wilderness Echoes: Sámi Violin Chronicles,Wilderness Echoes: Sámi Violin Chronicles,Song,Indie Folk,2029,10444,Your Time Has Come,Your Time Has Come,Song,Indie Folk,2017
LyricalReferenceTo,12410,The Unfolding Identity,The Unfolding Identity,Song,Doom Metal,2029,8428,Alloy Architect,Alloy Architect,Album,Indie Folk,2017
LyricalReferenceTo,13396,Waiting by the Phone,Waiting by the Phone,Song,Oceanus Folk,2029,15441,Choreography of Forbidden Passion,Choreography of Forbidden Passion,Song,Oceanus Folk,2017
LyricalReferenceTo,14134,Stratford's Prodigy,Stratford's Prodigy,Song,Lo-Fi Electronica,2029,9122,Radiant Descent,Radiant Descent,Album,Lo-Fi Electronica,2017
LyricalReferenceTo,16402,Les Ailes Célestes,Les Ailes Célestes,Song,Dream Pop,2029,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017
LyricalReferenceTo,16624,Unbreakable Crown,Unbreakable Crown,Song,Desert Rock,2029,7114,Shadows of Memory,Shadows of Memory,Album,Dream Pop,2017
CoverOf,8782,Patience's Whisper,Patience's Whisper,Album,Dream Pop,2029,9290,Granite Whispers,Granite Whispers,Song,Alternative Rock,2018
CoverOf,9372,Map of Emptiness,Map of Emptiness,Song,Jazz Surf Rock,2029,13721,River's Lament,River's Lament,Album,Doom Metal,2018
CoverOf,15310,Barrio Nights,Barrio Nights,Song,Desert Rock,2029,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018
CoverOf,16007,Enlightenment's Whisper,Enlightenment's Whisper,Song,Alternative Rock,2029,5216,Twilight's Gypsy Memories,Twilight's Gypsy Memories,Song,Jazz Surf Rock,2018
DirectlySamples,9411,Nordic Echoes of Liberty,Nordic Echoes of Liberty,Song,Indie Pop,2029,9371,Vanishing Point,Vanishing Point,Song,Avant-Garde Folk,2018
InStyleOf,6337,Dressed to the Nines,Dressed to the Nines,Song,Indie Rock,2029,15771,Tea and Rebellion,Tea and Rebellion,Song,Indie Rock,2018
InStyleOf,6778,Wheel of Fortune,Wheel of Fortune,Song,Indie Rock,2029,10045,Echoes of a Hallowed Namesake,Echoes of a Hallowed Namesake,Album,Alternative Rock,2018
InStyleOf,7842,"Lifted High, His Name Divine","Lifted High, His Name Divine",Song,Avant-Garde Folk,2029,15745,Defeat's Refrain,Defeat's Refrain,Album,Southern Gothic Rock,2018
InStyleOf,12322,The Vision of Maria,The Vision of Maria,Song,Dream Pop,2029,13256,Capricious Melody,Capricious Melody,Song,Psychedelic Rock,2018
InStyleOf,13945,Dust and Mirages,Dust and Mirages,Song,Dream Pop,2029,1502,The Crown of Elegance,The Crown of Elegance,Song,Psychedelic Rock,2018
InStyleOf,15632,It'll Pass,It'll Pass,Song,Dream Pop,2029,10045,Echoes of a Hallowed Namesake,Echoes of a Hallowed Namesake,Album,Alternative Rock,2018
InStyleOf,16343,Immortal Refrains,Immortal Refrains,Song,Post-Apocalyptic Folk,2029,1502,The Crown of Elegance,The Crown of Elegance,Song,Psychedelic Rock,2018
InStyleOf,16373,Tearless Goodbye,Tearless Goodbye,Album,Dream Pop,2029,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018
InterpolatesFrom,2933,Lifted,Lifted,Song,Dream Pop,2029,15791,Tell Me Everything,Tell Me Everything,Song,Dream Pop,2018
InterpolatesFrom,4774,Title of Power,Title of Power,Song,Lo-Fi Electronica,2029,16670,Wake Up!,Wake Up!,Song,Lo-Fi Electronica,2018
InterpolatesFrom,10165,Lysergic Toast and Jam,Lysergic Toast and Jam,Song,Synthwave,2029,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018
InterpolatesFrom,12358,Fractured Futures,Fractured Futures,Song,Symphonic Metal,2029,3966,Divine Awakening,Divine Awakening,Song,Synthwave,2018
LyricalReferenceTo,3067,Restless Paths,Restless Paths,Song,Americana,2029,1502,The Crown of Elegance,The Crown of Elegance,Song,Psychedelic Rock,2018
LyricalReferenceTo,5053,Sunlit Serenade,Sunlit Serenade,Song,Jazz Surf Rock,2029,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018
LyricalReferenceTo,14483,"Fading Memories, Lasting Love","Fading Memories, Lasting Love",Song,Synthwave,2029,13721,River's Lament,River's Lament,Album,Doom Metal,2018
LyricalReferenceTo,16171,Silver in Her Palm,Silver in Her Palm,Song,Dream Pop,2029,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018
CoverOf,4774,Title of Power,Title of Power,Song,Lo-Fi Electronica,2029,12750,Lamentation in Minor Key,Lamentation in Minor Key,Song,Lo-Fi Electronica,2019
DirectlySamples,1715,Guardian of the Mountain Winds,Guardian of the Mountain Winds,Song,Dream Pop,2029,10747,Cheerful Pathways,Cheerful Pathways,Song,Dream Pop,2019
DirectlySamples,2260,Inherited Arguments,Inherited Arguments,Song,Symphonic Metal,2029,3168,Shared Shadows,Shared Shadows,Song,Indie Folk,2019
DirectlySamples,3302,Urugum Ninaivugal (Melting Memories),Urugum Ninaivugal (Melting Memories),Album,Avant-Garde Folk,2029,13487,Oval Office Acorn,Oval Office Acorn,Song,Southern Gothic Rock,2019
DirectlySamples,16624,Unbreakable Crown,Unbreakable Crown,Song,Desert Rock,2029,15422,Svaté Echo Tvého Dechu,Svaté Echo Tvého Dechu,Song,Psychedelic Rock,2019
InStyleOf,5847,Dawn's Warm Embrace,Dawn's Warm Embrace,Song,Americana,2029,6564,Dados del Destino (Dice of Destiny),Dados del Destino (Dice of Destiny),Song,Space Rock,2019
InStyleOf,10142,Harmony of Heartache,Harmony of Heartache,Song,Doom Metal,2029,7773,Sunset Whispers,Sunset Whispers,Song,Indie Rock,2019
InStyleOf,11200,Nautical Whispers,Nautical Whispers,Song,Dream Pop,2029,11097,Where the Horizons Whisper,Where the Horizons Whisper,Song,Darkwave,2019
InterpolatesFrom,10197,Harmonies de la Route,Harmonies de la Route,Song,Doom Metal,2029,7604,Between Black and White,Between Black and White,Song,Dream Pop,2019
InterpolatesFrom,11936,Tender Destruction,Tender Destruction,Song,Emo/Pop Punk,2029,13955,Saguaro Shadows,Saguaro Shadows,Album,Emo/Pop Punk,2019
InterpolatesFrom,16385,Unbroken Whispers,Unbroken Whispers,Album,Space Rock,2029,6194,Snowflakes and Silent Nights,Snowflakes and Silent Nights,Song,Dream Pop,2019
InterpolatesFrom,16385,Unbroken Whispers,Unbroken Whispers,Album,Space Rock,2029,12294,The Last Exit,The Last Exit,Song,Alternative Rock,2019
LyricalReferenceTo,2019,Detonation Point,Detonation Point,Song,Dream Pop,2029,16256,Seven Days of Leisure,Seven Days of Leisure,Album,Dream Pop,2019
LyricalReferenceTo,12564,Body Electric,Body Electric,Song,Indie Rock,2029,5318,Melody of the Heart,Melody of the Heart,Song,Doom Metal,2019
CoverOf,1024,Whispers from the Gold Rush,Whispers from the Gold Rush,Song,Dream Pop,2029,1242,Manger's Midnight Lullaby,Manger's Midnight Lullaby,Song,Dream Pop,2020
CoverOf,2402,Unsung Boulevard,Unsung Boulevard,Song,Post-Apocalyptic Folk,2029,5389,If Only You Had Stayed in Your Hometown,If Only You Had Stayed in Your Hometown,Song,Post-Apocalyptic Folk,2020
CoverOf,4774,Title of Power,Title of Power,Song,Lo-Fi Electronica,2029,11939,Poison of Affection,Poison of Affection,Album,Lo-Fi Electronica,2020
CoverOf,9133,Whimsy Wiggle Waltz,Whimsy Wiggle Waltz,Song,Darkwave,2029,4136,Cadence of Immortal Strings,Cadence of Immortal Strings,Album,Darkwave,2020
CoverOf,9631,Fading Echoes of Annabel,Fading Echoes of Annabel,Song,Desert Rock,2029,5089,Drowning in My Own Image,Drowning in My Own Image,Song,Indie Folk,2020
CoverOf,9631,Fading Echoes of Annabel,Fading Echoes of Annabel,Song,Desert Rock,2029,5826,Mirror of Affection,Mirror of Affection,Song,Desert Rock,2020
CoverOf,9992,Shadows in Suspended Animation,Shadows in Suspended Animation,Song,Dream Pop,2029,4626,Whispers of the Wild Meridian,Whispers of the Wild Meridian,Song,Dream Pop,2020
CoverOf,10197,Harmonies de la Route,Harmonies de la Route,Song,Doom Metal,2029,9696,Resolute Path,Resolute Path,Song,Synthwave,2020
CoverOf,10521,Uncork My Heart,Uncork My Heart,Song,Emo/Pop Punk,2029,14262,Mediterranean Blood,Mediterranean Blood,Song,Emo/Pop Punk,2020
CoverOf,13717,Gray Day Tango,Gray Day Tango,Album,Indie Rock,2029,12582,Foundation of Shadows,Foundation of Shadows,Song,Synthwave,2020
CoverOf,14929,Felt and Memory,Felt and Memory,Song,Indie Folk,2029,9116,Whispers of the Celestial Goddess,Whispers of the Celestial Goddess,Song,Doom Metal,2020
DirectlySamples,1830,Trouble's Favorite Son,Trouble's Favorite Son,Song,Post-Apocalyptic Folk,2029,467,Divine Architecture,Divine Architecture,Song,Post-Apocalyptic Folk,2020
DirectlySamples,2143,Momentum Amplified,Momentum Amplified,Album,Indie Folk,2029,7624,Bin Roulette,Bin Roulette,Song,Synthpop,2020
DirectlySamples,4774,Title of Power,Title of Power,Song,Lo-Fi Electronica,2029,15775,Wildflower Whispers,Wildflower Whispers,Song,Lo-Fi Electronica,2020
InStyleOf,906,The Male Procession,The Male Procession,Song,Dream Pop,2029,4136,Cadence of Immortal Strings,Cadence of Immortal Strings,Album,Darkwave,2020
InStyleOf,1823,Rebel Without a Pause,Rebel Without a Pause,Album,Oceanus Folk,2029,8153,Restless Phantoms,Restless Phantoms,Song,Oceanus Folk,2020
InStyleOf,1984,Twilight in the Woodland Clearing,Twilight in the Woodland Clearing,Song,Desert Rock,2029,11251,Two Sides of Silence,Two Sides of Silence,Song,Indie Folk,2020
InStyleOf,7611,Blurred Lines of Truth,Blurred Lines of Truth,Song,Dream Pop,2029,467,Divine Architecture,Divine Architecture,Song,Post-Apocalyptic Folk,2020
InStyleOf,7842,"Lifted High, His Name Divine","Lifted High, His Name Divine",Song,Avant-Garde Folk,2029,10120,Devour My Heart,Devour My Heart,Song,Avant-Garde Folk,2020
InStyleOf,8122,Cordless Connections,Cordless Connections,Song,Dream Pop,2029,11300,Flipped Frontier,Flipped Frontier,Album,Dream Pop,2020
InStyleOf,12034,Shadowy Exodus: A Raven's Urban Escape,Shadowy Exodus: A Raven's Urban Escape,Song,Indie Folk,2029,2433,Weekend Escape,Weekend Escape,Song,Dream Pop,2020
InStyleOf,12386,Wilderness Echoes: Sámi Violin Chronicles,Wilderness Echoes: Sámi Violin Chronicles,Song,Indie Folk,2029,7080,Celestial Conscience,Celestial Conscience,Album,Indie Folk,2020
InStyleOf,12386,Wilderness Echoes: Sámi Violin Chronicles,Wilderness Echoes: Sámi Violin Chronicles,Song,Indie Folk,2029,892,Shadows of Masculinity,Shadows of Masculinity,Album,Desert Rock,2020
InStyleOf,12490,Celestial Praise,Celestial Praise,Song,Oceanus Folk,2029,9073,Gem State Sunset,Gem State Sunset,Song,Desert Rock,2020
InStyleOf,12490,Celestial Praise,Celestial Praise,Song,Oceanus Folk,2029,3909,Everything's Alright,Everything's Alright,Song,Oceanus Folk,2020
InStyleOf,14929,Felt and Memory,Felt and Memory,Song,Indie Folk,2029,11251,Two Sides of Silence,Two Sides of Silence,Song,Indie Folk,2020
InStyleOf,15132,Broken Idols,Broken Idols,Song,Post-Apocalyptic Folk,2029,10439,Silent Interference,Silent Interference,Song,Dream Pop,2020
InStyleOf,16171,Silver in Her Palm,Silver in Her Palm,Song,Dream Pop,2029,42,Midnight Clarity,Midnight Clarity,Song,Synthwave,2020
InStyleOf,16466,Whispers from Heaven,Whispers from Heaven,Song,Dream Pop,2029,5680,Gaul's Last Hangover,Gaul's Last Hangover,Song,Americana,2020
InterpolatesFrom,1830,Trouble's Favorite Son,Trouble's Favorite Son,Song,Post-Apocalyptic Folk,2029,5389,If Only You Had Stayed in Your Hometown,If Only You Had Stayed in Your Hometown,Song,Post-Apocalyptic Folk,2020
InterpolatesFrom,8945,Emerald Shadows of Her Name,Emerald Shadows of Her Name,Song,Speed Metal,2029,14023,Whispers of Stone Peaks,Whispers of Stone Peaks,Album,Speed Metal,2020
InterpolatesFrom,10098,Symphonic Ecosystem,Symphonic Ecosystem,Album,Darkwave,2029,13302,Fair Exchange,Fair Exchange,Song,Indie Rock,2020
InterpolatesFrom,10197,Harmonies de la Route,Harmonies de la Route,Song,Doom Metal,2029,4728,Dusk's Embrace,Dusk's Embrace,Album,Desert Rock,2020
InterpolatesFrom,10662,Breath of the Stag,Breath of the Stag,Song,Dream Pop,2029,467,Divine Architecture,Divine Architecture,Song,Post-Apocalyptic Folk,2020
InterpolatesFrom,10819,Thundering Percussion,Thundering Percussion,Song,Space Rock,2029,12776,Neon Glow,Neon Glow,Song,Desert Rock,2020
InterpolatesFrom,12694,Whispers of Karelian Forests,Whispers of Karelian Forests,Song,Dream Pop,2029,7080,Celestial Conscience,Celestial Conscience,Album,Indie Folk,2020
LyricalReferenceTo,210,Luminous Path,Luminous Path,Song,Darkwave,2029,12309,Whispers of Passion,Whispers of Passion,Song,Darkwave,2020
LyricalReferenceTo,2701,Crescendo of Chaos,Crescendo of Chaos,Song,Americana,2029,5680,Gaul's Last Hangover,Gaul's Last Hangover,Song,Americana,2020
LyricalReferenceTo,3228,Adriatic Hearts,Adriatic Hearts,Song,Dream Pop,2029,6979,Wilting Love's Garden,Wilting Love's Garden,Song,Indie Folk,2020
LyricalReferenceTo,3438,Justice Rides Alone,Justice Rides Alone,Song,Synthwave,2029,9116,Whispers of the Celestial Goddess,Whispers of the Celestial Goddess,Song,Doom Metal,2020
LyricalReferenceTo,6597,Head Over Heels for You,Head Over Heels for You,Album,Dream Pop,2029,5680,Gaul's Last Hangover,Gaul's Last Hangover,Song,Americana,2020
